station,valid,tmpf,drct,sped,alti,p01i,vsby
LGA,2025-06-06 16:51,83.00,170.00,11.50,29.90,0.00,10.00
LGA,2025-06-06 17:51,81.00,170.00,11.50,29.90,0.00,10.00
LGA,2025-06-06 18:51,82.00,180.00,16.10,29.87,0.00,10.00
LGA,2025-06-06 19:51,81.00,170.00,14.95,29.86,0.00,10.00
LGA,2025-06-06 20:51,82.00,190.00,8.05,29.84,0.00,10.00
LGA,2025-06-06 21:36,83.00,170.00,11.50,29.82,0.00,10.00
LGA,2025-06-06 21:51,83.00,180.00,9.20,29.83,0.00,10.00
LGA,2025-06-06 22:18,79.00,M,5.75,29.83,T,10.00
LGA,2025-06-06 22:51,82.00,270.00,11.50,29.82,T,10.00
LGA,2025-06-06 23:51,81.00,270.00,12.65,29.82,0.00,10.00
LGA,2025-06-07 00:51,80.00,280.00,8.05,29.82,0.00,10.00
LGA,2025-06-07 01:51,79.00,260.00,10.35,29.85,0.00,10.00
LGA,2025-06-07 02:51,78.00,M,3.45,29.84,0.00,10.00
LGA,2025-06-07 03:51,78.00,0.00,0.00,29.83,0.00,10.00
LGA,2025-06-07 04:51,75.00,180.00,9.20,29.82,0.00,10.00
LGA,2025-06-07 05:51,72.00,180.00,8.05,29.82,0.00,10.00
LGA,2025-06-07 06:51,73.00,190.00,6.90,29.80,0.00,10.00
LGA,2025-06-07 07:51,73.00,160.00,5.75,29.77,0.00,10.00
LGA,2025-06-07 08:51,72.00,150.00,3.45,29.76,0.00,10.00
LGA,2025-06-07 09:51,71.00,180.00,5.75,29.77,0.00,10.00
LGA,2025-06-07 10:51,70.00,170.00,8.05,29.77,0.00,7.00
LGA,2025-06-07 11:18,70.00,M,4.60,29.77,0.00,7.00
LGA,2025-06-07 11:51,70.00,0.00,0.00,29.77,T,7.00
LGA,2025-06-07 12:51,73.00,190.00,3.45,29.77,T,8.00
LGA,2025-06-07 13:51,74.00,160.00,4.60,29.76,0.00,8.00
LGA,2025-06-07 14:51,75.00,0.00,0.00,29.74,T,10.00
LGA,2025-06-07 15:38,77.00,250.00,6.90,29.74,T,10.00
LGA,2025-06-07 15:51,77.00,250.00,4.60,29.74,T,10.00
LGA,2025-06-07 16:44,76.00,160.00,11.50,29.72,T,10.00
LGA,2025-06-07 16:51,76.00,180.00,9.20,29.72,T,10.00
LGA,2025-06-07 17:51,73.00,190.00,8.05,29.71,0.01,6.00
LGA,2025-06-07 18:18,72.00,210.00,5.75,29.71,0.13,2.50
LGA,2025-06-07 18:33,72.00,170.00,5.75,29.71,0.24,5.00
LGA,2025-06-07 18:51,72.00,190.00,8.05,29.71,0.26,6.00
LGA,2025-06-07 19:51,74.00,210.00,10.35,29.70,0.01,10.00
LGA,2025-06-07 20:37,75.00,180.00,9.20,29.68,0.00,10.00
LGA,2025-06-07 20:51,75.00,180.00,9.20,29.68,0.00,10.00
LGA,2025-06-07 21:51,78.00,210.00,8.05,29.67,0.00,10.00
LGA,2025-06-07 22:29,78.00,220.00,10.35,29.68,0.00,10.00
LGA,2025-06-07 22:51,71.00,350.00,12.65,29.70,0.02,6.00
LGA,2025-06-07 23:37,71.00,360.00,11.50,29.73,T,10.00
LGA,2025-06-07 23:51,71.00,360.00,12.65,29.73,T,10.00
LGA,2025-06-08 00:51,70.00,360.00,11.50,29.75,0.00,10.00
LGA,2025-06-08 01:51,68.00,50.00,9.20,29.76,0.00,10.00
LGA,2025-06-08 02:51,68.00,30.00,6.90,29.79,0.00,10.00
LGA,2025-06-08 03:51,67.00,40.00,9.20,29.79,0.00,10.00
LGA,2025-06-08 04:51,67.00,50.00,5.75,29.79,0.00,10.00
LGA,2025-06-08 05:51,66.00,30.00,4.60,29.79,0.00,10.00
LGA,2025-06-08 06:51,65.00,40.00,6.90,29.79,0.00,10.00
LGA,2025-06-08 07:51,64.00,40.00,4.60,29.78,0.00,10.00
LGA,2025-06-08 08:51,64.00,60.00,3.45,29.79,0.00,10.00
LGA,2025-06-08 09:51,63.00,50.00,4.60,29.80,0.00,10.00
LGA,2025-06-08 10:51,64.00,50.00,4.60,29.82,0.00,10.00
LGA,2025-06-08 11:51,67.00,40.00,9.20,29.83,0.00,10.00
LGA,2025-06-08 12:51,68.00,40.00,8.05,29.83,0.00,10.00
LGA,2025-06-08 13:51,69.00,40.00,10.35,29.83,0.00,10.00
LGA,2025-06-08 14:51,70.00,50.00,12.65,29.84,0.00,10.00
LGA,2025-06-08 15:51,73.00,40.00,12.65,29.85,0.00,10.00
LGA,2025-06-08 16:51,72.00,50.00,13.80,29.85,0.00,10.00
LGA,2025-06-08 17:51,71.00,50.00,12.65,29.84,0.00,10.00
LGA,2025-06-08 18:51,74.00,130.00,12.65,29.83,0.00,10.00
LGA,2025-06-08 19:51,74.00,120.00,14.95,29.84,0.00,10.00
LGA,2025-06-08 21:51,69.00,120.00,13.80,29.84,T,10.00
LGA,2025-06-08 22:51,68.00,110.00,13.80,29.85,T,10.00
LGA,2025-06-08 23:51,69.00,110.00,12.65,29.86,T,10.00
LGA,2025-06-09 00:51,67.00,90.00,16.10,29.88,0.00,10.00
LGA,2025-06-09 01:51,66.00,90.00,10.35,29.88,0.00,10.00
LGA,2025-06-09 02:51,66.00,90.00,10.35,29.88,0.00,10.00
LGA,2025-06-09 03:51,65.00,80.00,11.50,29.88,0.00,10.00
LGA,2025-06-09 04:51,64.00,80.00,11.50,29.89,0.00,10.00
LGA,2025-06-09 05:48,62.60,90.00,12.65,29.88,T,10.00
LGA,2025-06-09 05:51,64.00,90.00,11.50,29.88,T,10.00
LGA,2025-06-09 06:51,63.00,80.00,11.50,29.86,T,10.00
LGA,2025-06-09 07:51,63.00,90.00,11.50,29.87,0.00,10.00
LGA,2025-06-09 08:51,63.00,90.00,12.65,29.86,0.00,10.00
LGA,2025-06-09 09:47,62.60,90.00,9.20,29.87,0.00,10.00
LGA,2025-06-09 09:51,63.00,70.00,10.35,29.87,0.00,10.00
LGA,2025-06-09 10:47,62.60,90.00,13.80,29.87,0.00,6.00
LGA,2025-06-09 10:51,62.00,70.00,10.35,29.87,0.00,6.00
LGA,2025-06-09 11:51,62.00,90.00,9.20,29.87,T,6.00
LGA,2025-06-09 12:47,62.60,50.00,10.35,29.89,T,5.00
LGA,2025-06-09 12:51,61.00,40.00,10.35,29.90,T,5.00
LGA,2025-06-09 13:51,61.00,40.00,4.60,29.91,0.00,3.00
LGA,2025-06-09 14:51,62.00,50.00,11.50,29.91,0.01,3.00
LGA,2025-06-09 15:01,62.00,50.00,12.65,29.91,0.03,2.50
LGA,2025-06-09 15:09,62.00,50.00,11.50,29.91,0.04,4.00
LGA,2025-06-09 15:47,62.60,50.00,11.50,29.91,0.04,5.00
LGA,2025-06-09 15:51,63.00,50.00,11.50,29.91,0.04,5.00
LGA,2025-06-09 16:51,63.00,40.00,10.35,29.92,0.00,5.00
LGA,2025-06-09 17:08,63.00,50.00,10.35,29.91,0.00,1.50
LGA,2025-06-09 17:19,62.00,40.00,10.35,29.92,0.00,1.50
LGA,2025-06-09 17:26,61.00,40.00,11.50,29.91,0.00,1.50
LGA,2025-06-09 17:47,62.60,30.00,9.20,29.91,0.00,1.00
LGA,2025-06-09 17:48,62.00,40.00,9.20,29.90,0.00,1.00
LGA,2025-06-09 18:51,62.00,40.00,12.65,29.90,T,1.00
LGA,2025-06-09 19:48,62.60,40.00,11.50,29.90,T,2.50
LGA,2025-06-09 19:51,62.00,40.00,10.35,29.90,T,2.50
LGA,2025-06-09 20:49,62.60,40.00,10.35,29.90,0.00,2.50
LGA,2025-06-09 20:51,62.00,40.00,10.35,29.90,0.00,2.50
LGA,2025-06-09 21:51,63.00,60.00,11.50,29.87,0.00,2.50
LGA,2025-06-09 22:27,63.00,50.00,13.80,29.86,0.00,5.00
LGA,2025-06-09 22:51,62.00,40.00,12.65,29.86,0.00,6.00
LGA,2025-06-09 23:51,62.00,40.00,9.20,29.88,0.00,6.00
LGA,2025-06-10 00:51,62.00,30.00,8.05,29.89,0.00,6.00
LGA,2025-06-10 01:51,62.00,50.00,9.20,29.90,T,5.00
LGA,2025-06-10 02:51,62.00,40.00,5.75,29.89,T,6.00
LGA,2025-06-10 03:15,62.00,40.00,5.75,29.89,0.00,6.00
LGA,2025-06-10 03:51,62.00,40.00,8.05,29.88,0.00,6.00
LGA,2025-06-10 04:44,62.00,50.00,8.05,29.88,0.00,2.00
LGA,2025-06-10 04:51,62.00,40.00,8.05,29.88,0.00,2.00
LGA,2025-06-10 05:23,62.00,50.00,5.75,29.88,0.00,1.00
LGA,2025-06-10 05:42,62.00,70.00,4.60,29.87,0.00,1.00
LGA,2025-06-10 05:51,62.00,60.00,3.45,29.87,0.00,1.00
LGA,2025-06-10 06:51,62.00,60.00,5.75,29.86,0.00,1.00
LGA,2025-06-10 07:51,62.00,40.00,4.60,29.85,0.00,1.00
LGA,2025-06-10 08:25,62.00,40.00,5.75,29.85,0.00,7.00
LGA,2025-06-10 08:45,62.60,40.00,10.35,29.84,0.00,5.00
LGA,2025-06-10 08:51,62.00,50.00,10.35,29.85,0.00,5.00
LGA,2025-06-10 09:29,62.00,60.00,10.35,29.85,0.00,5.00
LGA,2025-06-10 09:51,62.00,70.00,11.50,29.84,0.00,5.00
LGA,2025-06-10 10:23,62.00,50.00,9.20,29.85,T,5.00
LGA,2025-06-10 10:47,62.60,50.00,6.90,29.85,0.04,5.00
LGA,2025-06-10 10:51,62.00,50.00,8.05,29.85,0.04,5.00
LGA,2025-06-10 11:51,62.00,30.00,5.75,29.87,T,5.00
LGA,2025-06-10 12:51,63.00,40.00,8.05,29.86,T,5.00
LGA,2025-06-10 13:51,63.00,80.00,10.35,29.85,0.01,5.00
LGA,2025-06-10 14:51,64.00,80.00,13.80,29.84,0.22,3.00
LGA,2025-06-10 15:03,65.00,60.00,10.35,29.85,0.01,5.00
LGA,2025-06-10 15:51,65.00,50.00,5.75,29.87,0.01,6.00
LGA,2025-06-10 16:09,64.00,60.00,11.50,29.86,0.18,1.50
LGA,2025-06-10 16:36,63.00,40.00,11.50,29.85,0.31,6.00
LGA,2025-06-10 16:51,64.00,50.00,12.65,29.84,0.31,7.00
LGA,2025-06-10 17:27,65.00,60.00,8.05,29.85,T,6.00
LGA,2025-06-10 17:36,65.00,30.00,8.05,29.85,T,7.00
LGA,2025-06-10 17:51,65.00,60.00,5.75,29.85,T,7.00
LGA,2025-06-10 17:56,66.00,50.00,5.75,29.85,0.00,7.00
LGA,2025-06-10 18:46,68.00,40.00,6.90,29.84,0.00,10.00
LGA,2025-06-10 18:51,68.00,60.00,8.05,29.84,0.00,10.00
LGA,2025-06-10 19:51,70.00,0.00,0.00,29.84,0.00,10.00
LGA,2025-06-10 20:51,73.00,210.00,5.75,29.84,0.00,10.00
LGA,2025-06-10 21:51,75.00,220.00,10.35,29.84,0.00,10.00
LGA,2025-06-10 22:51,75.00,230.00,9.20,29.86,0.00,10.00
LGA,2025-06-10 23:51,71.00,170.00,10.35,29.86,0.00,10.00
LGA,2025-06-11 00:51,70.00,180.00,6.90,29.89,0.00,10.00
LGA,2025-06-11 01:51,72.00,90.00,8.05,29.93,0.00,10.00
LGA,2025-06-11 02:51,70.00,190.00,4.60,29.94,0.00,10.00
LGA,2025-06-11 03:51,70.00,M,3.45,29.96,0.00,10.00
LGA,2025-06-11 04:51,69.00,350.00,6.90,29.97,T,10.00
LGA,2025-06-11 05:51,71.00,0.00,0.00,29.98,T,10.00
LGA,2025-06-11 06:51,69.00,310.00,5.75,29.99,0.00,10.00
LGA,2025-06-11 07:51,67.00,0.00,0.00,30.00,0.00,10.00
LGA,2025-06-11 08:51,66.00,0.00,0.00,30.01,0.00,10.00
LGA,2025-06-11 09:51,66.00,0.00,0.00,30.02,0.00,10.00
LGA,2025-06-11 10:51,66.00,310.00,9.20,30.04,0.00,10.00
LGA,2025-06-11 11:51,70.00,0.00,0.00,30.05,0.00,10.00
LGA,2025-06-11 12:51,72.00,320.00,6.90,30.06,0.00,10.00
LGA,2025-06-11 13:51,74.00,320.00,5.75,30.06,0.00,10.00
LGA,2025-06-11 14:51,77.00,300.00,9.20,30.06,0.00,10.00
LGA,2025-06-11 15:51,79.00,290.00,9.20,30.06,0.00,10.00
LGA,2025-06-11 16:51,80.00,270.00,12.65,30.06,0.00,10.00
LGA,2025-06-11 17:51,82.00,270.00,10.35,30.04,0.00,10.00
LGA,2025-06-11 18:51,83.00,220.00,14.95,30.03,0.00,10.00
LGA,2025-06-11 19:51,83.00,270.00,17.25,30.02,0.00,10.00
LGA,2025-06-11 20:51,83.00,260.00,11.50,30.01,0.00,10.00
LGA,2025-06-11 21:51,83.00,280.00,10.35,30.00,0.00,10.00
LGA,2025-06-11 22:51,82.00,240.00,8.05,30.00,0.00,10.00
LGA,2025-06-11 23:51,81.00,240.00,10.35,30.01,0.00,10.00
LGA,2025-06-12 00:51,80.00,230.00,6.90,30.02,0.00,10.00
LGA,2025-06-12 01:51,79.00,240.00,9.20,30.03,0.00,10.00
LGA,2025-06-12 02:51,78.00,200.00,6.90,30.03,0.00,10.00
LGA,2025-06-12 03:51,78.00,230.00,9.20,30.02,0.00,10.00
LGA,2025-06-12 04:51,77.00,240.00,13.80,30.02,0.00,10.00
LGA,2025-06-12 05:51,76.00,220.00,10.35,30.01,0.00,10.00
LGA,2025-06-12 06:51,75.00,230.00,12.65,30.00,0.00,10.00
LGA,2025-06-12 07:51,74.00,230.00,9.20,30.00,0.00,10.00
LGA,2025-06-12 08:51,74.00,230.00,8.05,30.00,0.00,10.00
LGA,2025-06-12 09:51,72.00,210.00,8.05,30.00,0.00,10.00
LGA,2025-06-12 10:51,73.00,210.00,6.90,30.01,0.00,10.00
LGA,2025-06-12 11:51,75.00,210.00,9.20,30.01,0.00,10.00
LGA,2025-06-12 12:51,78.00,M,5.75,30.02,0.00,10.00
LGA,2025-06-12 13:51,80.00,260.00,8.05,30.01,0.00,10.00
LGA,2025-06-12 14:51,83.00,250.00,9.20,30.01,0.00,10.00
LGA,2025-06-12 15:51,84.00,230.00,8.05,30.01,0.00,10.00
LGA,2025-06-12 16:51,86.00,240.00,8.05,30.00,0.00,10.00
LGA,2025-06-12 17:51,86.00,250.00,11.50,29.99,0.00,10.00
LGA,2025-06-12 18:51,88.00,M,5.75,29.97,0.00,10.00
LGA,2025-06-12 19:51,90.00,260.00,10.35,29.96,0.00,10.00
LGA,2025-06-12 20:51,89.00,280.00,12.65,29.96,0.00,10.00
LGA,2025-06-12 21:51,88.00,250.00,12.65,29.95,0.00,10.00
LGA,2025-06-12 22:51,83.00,310.00,12.65,29.96,0.00,10.00
LGA,2025-06-12 23:51,83.00,310.00,11.50,29.97,0.00,10.00
LGA,2025-06-13 00:51,81.00,330.00,9.20,29.98,0.00,10.00
LGA,2025-06-13 01:51,80.00,330.00,11.50,30.00,0.00,10.00
LGA,2025-06-13 02:51,79.00,330.00,11.50,30.01,0.00,10.00
LGA,2025-06-13 03:51,77.00,350.00,6.90,30.02,0.00,10.00
LGA,2025-06-13 04:51,76.00,350.00,10.35,30.04,0.00,10.00
LGA,2025-06-13 05:51,74.00,330.00,5.75,30.06,0.00,10.00
LGA,2025-06-13 06:51,74.00,10.00,10.35,30.06,0.00,10.00
LGA,2025-06-13 07:51,71.00,50.00,11.50,30.07,0.00,10.00
LGA,2025-06-13 08:51,70.00,60.00,8.05,30.08,0.00,10.00
LGA,2025-06-13 09:51,68.00,30.00,4.60,30.09,0.00,10.00
LGA,2025-06-13 10:51,69.00,50.00,8.05,30.10,0.00,10.00
LGA,2025-06-13 11:51,70.00,40.00,6.90,30.14,0.00,10.00
LGA,2025-06-13 12:51,71.00,50.00,10.35,30.14,0.00,10.00
LGA,2025-06-13 13:51,71.00,40.00,6.90,30.15,0.00,10.00
LGA,2025-06-13 14:51,72.00,40.00,10.35,30.13,0.00,10.00
LGA,2025-06-13 15:51,73.00,50.00,10.35,30.13,0.00,10.00
LGA,2025-06-13 16:51,74.00,40.00,12.65,30.12,0.00,10.00
LGA,2025-06-13 17:51,75.00,50.00,8.05,30.12,0.00,10.00
LGA,2025-06-13 18:51,75.00,40.00,12.65,30.11,0.00,10.00
LGA,2025-06-13 19:51,75.00,50.00,13.80,30.10,0.00,10.00
LGA,2025-06-13 20:51,76.00,50.00,10.35,30.09,0.00,10.00
LGA,2025-06-13 21:51,76.00,50.00,10.35,30.08,0.00,10.00
LGA,2025-06-13 22:51,77.00,140.00,8.05,30.09,0.00,10.00
LGA,2025-06-13 23:51,74.00,140.00,11.50,30.09,0.00,10.00
LGA,2025-06-14 00:51,75.00,130.00,6.90,30.09,0.00,10.00
LGA,2025-06-14 01:51,71.00,130.00,8.05,30.10,0.00,10.00
LGA,2025-06-14 02:51,69.00,80.00,4.60,30.09,0.00,10.00
LGA,2025-06-14 03:51,68.00,60.00,8.05,30.09,0.00,10.00
LGA,2025-06-14 04:51,67.00,70.00,6.90,30.09,0.00,10.00
LGA,2025-06-14 05:51,66.00,50.00,6.90,30.08,0.00,10.00
LGA,2025-06-14 06:51,65.00,50.00,10.35,30.06,0.00,10.00
LGA,2025-06-14 07:51,65.00,50.00,13.80,30.05,0.00,10.00
LGA,2025-06-14 08:51,64.00,50.00,14.95,30.05,0.00,10.00
LGA,2025-06-14 09:41,64.00,40.00,14.95,30.07,0.00,10.00
LGA,2025-06-14 09:51,64.00,40.00,19.55,30.06,0.00,10.00
LGA,2025-06-14 10:51,63.00,20.00,10.35,30.08,T,10.00
LGA,2025-06-14 11:48,62.60,40.00,12.65,30.07,0.01,6.00
LGA,2025-06-14 11:51,62.00,50.00,14.95,30.07,0.01,6.00
LGA,2025-06-14 12:51,62.00,60.00,18.40,30.06,T,9.00
LGA,2025-06-14 13:49,62.60,50.00,19.55,30.07,T,10.00
LGA,2025-06-14 13:51,63.00,50.00,19.55,30.07,T,10.00
LGA,2025-06-14 14:23,63.00,50.00,16.10,30.07,0.00,10.00
LGA,2025-06-14 14:51,62.00,50.00,17.25,30.08,T,7.00
LGA,2025-06-14 15:04,61.00,60.00,16.10,30.07,0.02,2.00
LGA,2025-06-14 15:06,61.00,60.00,19.55,30.07,0.03,1.50
LGA,2025-06-14 15:29,61.00,60.00,16.10,30.07,0.05,6.00
LGA,2025-06-14 15:51,61.00,60.00,19.55,30.07,0.05,8.00
LGA,2025-06-14 16:51,62.00,50.00,17.25,30.07,0.02,6.00
LGA,2025-06-14 17:51,62.00,60.00,17.25,30.08,0.02,7.00
LGA,2025-06-14 18:51,62.00,60.00,12.65,30.08,0.01,8.00
LGA,2025-06-14 19:51,63.00,60.00,13.80,30.08,0.01,8.00
LGA,2025-06-14 20:51,62.00,60.00,11.50,30.07,0.01,8.00
LGA,2025-06-14 21:14,63.00,50.00,12.65,30.07,T,8.00
LGA,2025-06-14 21:51,63.00,50.00,14.95,30.07,T,8.00
LGA,2025-06-14 22:51,63.00,60.00,13.80,30.09,0.00,10.00
LGA,2025-06-14 23:51,61.00,80.00,12.65,30.11,0.00,10.00
LGA,2025-06-15 00:51,60.00,70.00,17.25,30.12,0.00,10.00
LGA,2025-06-15 01:51,60.00,90.00,13.80,30.14,0.00,10.00
LGA,2025-06-15 02:38,60.00,80.00,10.35,30.15,0.00,10.00
LGA,2025-06-15 02:51,60.00,80.00,10.35,30.15,0.00,10.00
LGA,2025-06-15 03:51,59.00,70.00,12.65,30.16,T,10.00
LGA,2025-06-15 04:51,59.00,90.00,8.05,30.16,0.00,10.00
LGA,2025-06-15 05:51,59.00,80.00,8.05,30.15,0.00,10.00
LGA,2025-06-15 06:51,59.00,60.00,10.35,30.14,0.00,10.00
LGA,2025-06-15 07:51,59.00,60.00,13.80,30.13,0.00,10.00
LGA,2025-06-15 08:51,59.00,60.00,12.65,30.13,0.00,10.00
LGA,2025-06-15 09:51,60.00,60.00,11.50,30.14,T,8.00
LGA,2025-06-15 10:38,60.00,50.00,11.50,30.15,T,10.00
LGA,2025-06-15 10:51,60.00,70.00,10.35,30.15,T,10.00
LGA,2025-06-15 11:51,61.00,60.00,9.20,30.16,0.00,10.00
LGA,2025-06-15 12:51,60.00,60.00,9.20,30.16,T,6.00
LGA,2025-06-15 13:13,60.00,60.00,9.20,30.17,T,7.00
LGA,2025-06-15 13:18,60.00,40.00,8.05,30.17,T,3.00
LGA,2025-06-15 13:51,60.00,80.00,6.90,30.17,0.01,3.00
LGA,2025-06-15 14:51,60.00,60.00,10.35,30.17,T,7.00
LGA,2025-06-15 15:51,61.00,40.00,10.35,30.18,T,8.00
LGA,2025-06-15 16:03,60.00,60.00,9.20,30.18,T,7.00
LGA,2025-06-15 16:51,60.00,40.00,10.35,30.18,T,7.00
LGA,2025-06-15 17:29,60.00,40.00,12.65,30.17,T,8.00
LGA,2025-06-15 17:51,61.00,50.00,10.35,30.17,T,8.00
LGA,2025-06-15 18:51,62.00,50.00,9.20,30.16,T,8.00
LGA,2025-06-15 19:51,63.00,40.00,9.20,30.15,T,9.00
LGA,2025-06-15 20:51,63.00,40.00,8.05,30.14,0.00,10.00
LGA,2025-06-15 21:51,64.00,50.00,8.05,30.14,0.00,10.00
LGA,2025-06-15 22:51,63.00,50.00,8.05,30.14,0.00,10.00
LGA,2025-06-15 23:51,64.00,60.00,8.05,30.15,0.00,10.00
LGA,2025-06-16 00:51,59.00,180.00,6.90,30.17,0.01,4.00
LGA,2025-06-16 01:51,60.00,60.00,4.60,30.18,0.01,10.00
LGA,2025-06-16 02:51,61.00,0.00,0.00,30.16,0.00,10.00
LGA,2025-06-16 03:44,61.00,90.00,3.45,30.17,0.00,10.00
LGA,2025-06-16 03:51,61.00,70.00,4.60,30.16,0.00,10.00
LGA,2025-06-16 04:51,61.00,110.00,5.75,30.15,0.00,10.00
LGA,2025-06-16 05:51,60.00,60.00,6.90,30.15,0.00,10.00
LGA,2025-06-16 06:51,61.00,80.00,4.60,30.14,0.00,10.00
LGA,2025-06-16 07:51,61.00,60.00,4.60,30.13,0.00,10.00
LGA,2025-06-16 08:51,62.00,60.00,8.05,30.13,0.00,10.00
LGA,2025-06-16 09:51,62.00,50.00,10.35,30.12,0.00,10.00
LGA,2025-06-16 10:30,62.00,60.00,9.20,30.13,0.00,10.00
LGA,2025-06-16 10:51,62.00,50.00,12.65,30.13,0.00,10.00
LGA,2025-06-16 11:37,62.00,50.00,13.80,30.15,0.00,10.00
LGA,2025-06-16 11:51,62.00,50.00,14.95,30.15,0.00,10.00
LGA,2025-06-16 12:06,62.00,50.00,12.65,30.15,0.00,10.00
LGA,2025-06-16 12:51,62.00,80.00,13.80,30.15,0.00,10.00
LGA,2025-06-16 13:51,62.00,80.00,13.80,30.15,0.00,5.00
LGA,2025-06-16 14:15,62.00,40.00,10.35,30.15,0.00,10.00
LGA,2025-06-16 14:42,63.00,40.00,12.65,30.15,0.00,10.00
LGA,2025-06-16 14:51,63.00,50.00,12.65,30.15,0.00,10.00
LGA,2025-06-16 15:51,63.00,50.00,11.50,30.16,0.00,6.00
LGA,2025-06-16 16:51,63.00,50.00,11.50,30.15,0.00,6.00
LGA,2025-06-16 17:01,63.00,40.00,10.35,30.15,0.00,6.00
LGA,2025-06-16 17:51,63.00,50.00,12.65,30.14,T,10.00
LGA,2025-06-16 17:58,64.00,50.00,11.50,30.13,0.00,10.00
LGA,2025-06-16 18:36,66.00,50.00,13.80,30.12,0.00,10.00
LGA,2025-06-16 18:51,67.00,40.00,13.80,30.12,0.00,10.00
LGA,2025-06-16 19:34,66.00,40.00,12.65,30.11,0.00,10.00
LGA,2025-06-16 19:51,68.00,40.00,20.70,30.11,0.00,10.00
LGA,2025-06-16 20:34,66.00,40.00,13.80,30.10,0.00,10.00
LGA,2025-06-16 20:51,66.00,50.00,12.65,30.09,0.00,10.00
LGA,2025-06-16 21:51,67.00,50.00,11.50,30.08,0.00,10.00
LGA,2025-06-16 21:58,66.00,40.00,12.65,30.08,0.00,10.00
LGA,2025-06-16 22:51,65.00,40.00,12.65,30.08,0.00,10.00
LGA,2025-06-16 23:51,64.00,40.00,12.65,30.08,0.00,10.00
LGA,2025-06-17 00:51,66.00,50.00,11.50,30.09,0.00,10.00
LGA,2025-06-17 01:35,65.00,60.00,9.20,30.09,0.00,10.00
LGA,2025-06-17 01:51,65.00,50.00,9.20,30.09,0.00,10.00
LGA,2025-06-17 02:11,64.00,50.00,9.20,30.08,T,10.00
LGA,2025-06-17 02:51,63.00,50.00,9.20,30.08,0.03,5.00
LGA,2025-06-17 03:00,63.00,50.00,9.20,30.08,T,8.00
LGA,2025-06-17 03:10,63.00,50.00,9.20,30.08,T,8.00
LGA,2025-06-17 03:42,63.00,50.00,8.05,30.07,T,7.00
LGA,2025-06-17 03:51,62.00,50.00,9.20,30.08,T,6.00
LGA,2025-06-17 04:51,62.00,50.00,9.20,30.06,T,6.00
LGA,2025-06-17 05:51,62.00,40.00,8.05,30.05,T,5.00
LGA,2025-06-17 06:51,62.00,50.00,6.90,30.05,T,3.00
LGA,2025-06-17 07:51,62.00,70.00,8.05,30.04,T,4.00
LGA,2025-06-17 08:48,62.60,60.00,5.75,30.05,0.01,5.00
LGA,2025-06-17 08:51,62.00,60.00,5.75,30.05,0.01,4.00
LGA,2025-06-17 09:34,62.00,60.00,8.05,30.04,T,2.50
LGA,2025-06-17 09:46,62.60,60.00,6.90,30.04,T,0.50
LGA,2025-06-17 09:51,62.00,60.00,6.90,30.04,T,0.50
LGA,2025-06-17 10:37,63.00,60.00,8.05,30.05,0.01,0.75
LGA,2025-06-17 10:51,62.00,60.00,9.20,30.05,0.01,0.75
LGA,2025-06-17 11:08,63.00,60.00,8.05,30.05,0.00,0.50
LGA,2025-06-17 11:51,62.00,50.00,8.05,30.06,0.00,0.25
LGA,2025-06-17 11:57,62.00,50.00,9.20,30.05,0.00,0.25
LGA,2025-06-17 12:51,62.00,50.00,9.20,30.06,0.00,0.25
LGA,2025-06-17 13:51,63.00,60.00,8.05,30.05,0.00,0.50
LGA,2025-06-17 14:15,63.00,60.00,8.05,30.05,0.00,0.75
LGA,2025-06-17 14:51,64.00,50.00,8.05,30.05,0.00,0.75
LGA,2025-06-17 14:58,64.00,50.00,5.75,30.06,0.00,0.75
LGA,2025-06-17 15:51,64.00,50.00,5.75,30.06,0.00,0.75
LGA,2025-06-17 16:00,65.00,60.00,5.75,30.06,0.00,3.00
LGA,2025-06-17 16:32,65.00,30.00,4.60,30.06,0.00,2.50
LGA,2025-06-17 16:51,65.00,60.00,5.75,30.04,0.00,2.50
LGA,2025-06-17 17:34,67.00,110.00,5.75,30.03,0.00,3.00
LGA,2025-06-17 17:51,66.00,M,5.75,30.04,0.00,3.00
LGA,2025-06-17 18:36,66.00,150.00,3.45,30.04,T,2.00
LGA,2025-06-17 18:51,67.00,130.00,6.90,30.03,T,2.00
LGA,2025-06-17 19:37,66.00,M,5.75,30.03,T,2.00
LGA,2025-06-17 19:51,66.00,150.00,5.75,30.03,T,2.00
LGA,2025-06-17 20:51,67.00,120.00,6.90,30.01,T,2.00
LGA,2025-06-17 21:35,67.00,100.00,6.90,30.00,0.00,5.00
LGA,2025-06-17 21:51,67.00,M,4.60,30.00,0.00,5.00
LGA,2025-06-17 22:27,66.00,40.00,4.60,30.00,0.00,6.00
LGA,2025-06-17 22:51,65.00,40.00,5.75,30.00,0.00,5.00
LGA,2025-06-17 23:43,67.00,110.00,5.75,29.99,0.00,2.00
LGA,2025-06-17 23:51,67.00,M,5.75,29.99,0.00,2.00
LGA,2025-06-18 00:51,67.00,100.00,5.75,29.99,0.00,2.00
LGA,2025-06-18 01:39,66.00,190.00,4.60,30.00,0.00,5.00
LGA,2025-06-18 01:51,66.00,190.00,4.60,30.00,0.00,5.00
LGA,2025-06-18 02:51,66.00,140.00,6.90,29.98,0.00,5.00
