flight_idx,assignment,gate_name
149437,4,LGA_Terminal_C
149438,0,EWR_Terminal_A
149439,0,EWR_Terminal_A
149440,0,EWR_Terminal_A
149441,3,LGA_Terminal_B
149442,3,LGA_Terminal_B
149443,3,LGA_Terminal_B
149444,0,EWR_Terminal_A
149445,3,LGA_Terminal_B
149446,0,EWR_Terminal_A
149447,0,EWR_Terminal_A
149448,0,EWR_Terminal_A
149449,3,LGA_Terminal_B
149450,4,LGA_Terminal_C
149451,4,LGA_Terminal_C
149452,0,EWR_Terminal_A
149453,3,LGA_Terminal_B
149454,3,LGA_Terminal_B
149455,3,LGA_Terminal_B
149456,3,LGA_Terminal_B
