flight_idx,assignment,gate_name
0,0,EWR_Terminal_A
1,0,EWR_Terminal_A
2,0,EWR_Terminal_A
3,0,EWR_Terminal_A
4,0,EWR_Terminal_A
5,3,LGA_Terminal_B
6,0,EWR_Terminal_A
7,0,EWR_Terminal_A
8,0,EWR_Terminal_A
9,0,EWR_Terminal_A
10,3,LGA_Terminal_B
11,0,EWR_Terminal_A
12,0,EWR_Terminal_A
13,3,LGA_Terminal_B
14,3,LGA_Terminal_B
15,3,LGA_Terminal_B
16,0,EWR_Terminal_A
17,3,LGA_Terminal_B
18,3,LGA_Terminal_B
19,3,LGA_Terminal_B
20,1,EWR_Terminal_B
21,0,EWR_Terminal_A
22,3,LGA_Terminal_B
23,0,EWR_Terminal_A
24,3,LGA_Terminal_B
25,4,LGA_Terminal_C
26,0,EWR_Terminal_A
27,4,LGA_Terminal_C
28,4,LGA_Terminal_C
29,0,EWR_Terminal_A
30,0,EWR_Terminal_A
31,3,LGA_Terminal_B
32,0,EWR_Terminal_A
33,3,LGA_Terminal_B
34,0,EWR_Terminal_A
35,0,EWR_Terminal_A
36,0,EWR_Terminal_A
37,0,EWR_Terminal_A
38,0,EWR_Terminal_A
39,0,EWR_Terminal_A
40,0,EWR_Terminal_A
41,0,EWR_Terminal_A
42,0,EWR_Terminal_A
43,0,EWR_Terminal_A
44,0,EWR_Terminal_A
45,0,EWR_Terminal_A
46,0,EWR_Terminal_A
47,0,EWR_Terminal_A
48,0,EWR_Terminal_A
49,0,EWR_Terminal_A
50,3,LGA_Terminal_B
51,0,EWR_Terminal_A
52,0,EWR_Terminal_A
53,0,EWR_Terminal_A
54,0,EWR_Terminal_A
55,0,EWR_Terminal_A
56,0,EWR_Terminal_A
57,3,LGA_Terminal_B
58,3,LGA_Terminal_B
59,3,LGA_Terminal_B
60,0,EWR_Terminal_A
61,0,EWR_Terminal_A
62,3,LGA_Terminal_B
63,0,EWR_Terminal_A
64,0,EWR_Terminal_A
65,0,EWR_Terminal_A
66,0,EWR_Terminal_A
67,0,EWR_Terminal_A
68,0,EWR_Terminal_A
69,3,LGA_Terminal_B
70,1,EWR_Terminal_B
71,3,LGA_Terminal_B
72,3,LGA_Terminal_B
73,4,LGA_Terminal_C
74,3,LGA_Terminal_B
75,3,LGA_Terminal_B
76,0,EWR_Terminal_A
77,3,LGA_Terminal_B
78,3,LGA_Terminal_B
79,3,LGA_Terminal_B
80,3,LGA_Terminal_B
81,0,EWR_Terminal_A
82,0,EWR_Terminal_A
83,0,EWR_Terminal_A
84,0,EWR_Terminal_A
85,0,EWR_Terminal_A
86,3,LGA_Terminal_B
87,3,LGA_Terminal_B
88,0,EWR_Terminal_A
89,0,EWR_Terminal_A
90,0,EWR_Terminal_A
91,0,EWR_Terminal_A
92,0,EWR_Terminal_A
93,3,LGA_Terminal_B
94,0,EWR_Terminal_A
95,0,EWR_Terminal_A
96,0,EWR_Terminal_A
97,0,EWR_Terminal_A
98,3,LGA_Terminal_B
99,0,EWR_Terminal_A
100,0,EWR_Terminal_A
101,0,EWR_Terminal_A
102,3,LGA_Terminal_B
103,3,LGA_Terminal_B
104,0,EWR_Terminal_A
105,0,EWR_Terminal_A
106,3,LGA_Terminal_B
107,4,LGA_Terminal_C
108,3,LGA_Terminal_B
109,3,LGA_Terminal_B
110,3,LGA_Terminal_B
111,1,EWR_Terminal_B
112,1,EWR_Terminal_B
113,0,EWR_Terminal_A
114,0,EWR_Terminal_A
115,4,LGA_Terminal_C
116,4,LGA_Terminal_C
117,4,LGA_Terminal_C
118,4,LGA_Terminal_C
119,4,LGA_Terminal_C
120,4,LGA_Terminal_C
121,4,LGA_Terminal_C
122,4,LGA_Terminal_C
123,4,LGA_Terminal_C
124,3,LGA_Terminal_B
125,0,EWR_Terminal_A
126,0,EWR_Terminal_A
127,0,EWR_Terminal_A
128,0,EWR_Terminal_A
129,0,EWR_Terminal_A
130,3,LGA_Terminal_B
131,3,LGA_Terminal_B
132,3,LGA_Terminal_B
133,0,EWR_Terminal_A
134,0,EWR_Terminal_A
135,0,EWR_Terminal_A
136,3,LGA_Terminal_B
137,0,EWR_Terminal_A
138,3,LGA_Terminal_B
139,4,LGA_Terminal_C
140,4,LGA_Terminal_C
141,4,LGA_Terminal_C
142,4,LGA_Terminal_C
143,0,EWR_Terminal_A
144,3,LGA_Terminal_B
145,0,EWR_Terminal_A
146,0,EWR_Terminal_A
147,0,EWR_Terminal_A
148,3,LGA_Terminal_B
149,0,EWR_Terminal_A
150,0,EWR_Terminal_A
151,3,LGA_Terminal_B
152,0,EWR_Terminal_A
153,0,EWR_Terminal_A
154,0,EWR_Terminal_A
155,3,LGA_Terminal_B
156,4,LGA_Terminal_C
157,3,LGA_Terminal_B
158,0,EWR_Terminal_A
159,0,EWR_Terminal_A
160,0,EWR_Terminal_A
161,0,EWR_Terminal_A
162,0,EWR_Terminal_A
163,0,EWR_Terminal_A
164,3,LGA_Terminal_B
165,3,LGA_Terminal_B
166,3,LGA_Terminal_B
167,3,LGA_Terminal_B
168,3,LGA_Terminal_B
169,3,LGA_Terminal_B
170,0,EWR_Terminal_A
171,3,LGA_Terminal_B
172,3,LGA_Terminal_B
173,3,LGA_Terminal_B
174,3,LGA_Terminal_B
175,3,LGA_Terminal_B
176,3,LGA_Terminal_B
177,1,EWR_Terminal_B
178,3,LGA_Terminal_B
179,4,LGA_Terminal_C
180,0,EWR_Terminal_A
181,0,EWR_Terminal_A
182,0,EWR_Terminal_A
183,0,EWR_Terminal_A
184,0,EWR_Terminal_A
185,0,EWR_Terminal_A
186,0,EWR_Terminal_A
187,0,EWR_Terminal_A
188,0,EWR_Terminal_A
189,0,EWR_Terminal_A
190,0,EWR_Terminal_A
191,3,LGA_Terminal_B
192,3,LGA_Terminal_B
193,0,EWR_Terminal_A
194,0,EWR_Terminal_A
195,0,EWR_Terminal_A
196,0,EWR_Terminal_A
197,0,EWR_Terminal_A
198,0,EWR_Terminal_A
199,0,EWR_Terminal_A
200,4,LGA_Terminal_C
201,0,EWR_Terminal_A
202,0,EWR_Terminal_A
203,0,EWR_Terminal_A
204,4,LGA_Terminal_C
205,0,EWR_Terminal_A
206,3,LGA_Terminal_B
207,0,EWR_Terminal_A
208,3,LGA_Terminal_B
209,3,LGA_Terminal_B
210,0,EWR_Terminal_A
211,0,EWR_Terminal_A
212,4,LGA_Terminal_C
213,4,LGA_Terminal_C
214,4,LGA_Terminal_C
215,4,LGA_Terminal_C
216,4,LGA_Terminal_C
217,4,LGA_Terminal_C
218,0,EWR_Terminal_A
219,0,EWR_Terminal_A
220,3,LGA_Terminal_B
221,0,EWR_Terminal_A
222,0,EWR_Terminal_A
223,0,EWR_Terminal_A
224,0,EWR_Terminal_A
225,0,EWR_Terminal_A
226,0,EWR_Terminal_A
227,0,EWR_Terminal_A
228,0,EWR_Terminal_A
229,0,EWR_Terminal_A
230,0,EWR_Terminal_A
231,0,EWR_Terminal_A
232,3,LGA_Terminal_B
233,0,EWR_Terminal_A
234,0,EWR_Terminal_A
235,4,LGA_Terminal_C
236,3,LGA_Terminal_B
237,3,LGA_Terminal_B
238,0,EWR_Terminal_A
239,1,EWR_Terminal_B
240,3,LGA_Terminal_B
241,3,LGA_Terminal_B
242,4,LGA_Terminal_C
243,0,EWR_Terminal_A
244,0,EWR_Terminal_A
245,3,LGA_Terminal_B
246,3,LGA_Terminal_B
247,0,EWR_Terminal_A
248,0,EWR_Terminal_A
249,0,EWR_Terminal_A
250,0,EWR_Terminal_A
251,0,EWR_Terminal_A
252,0,EWR_Terminal_A
253,3,LGA_Terminal_B
254,0,EWR_Terminal_A
255,1,EWR_Terminal_B
256,0,EWR_Terminal_A
257,0,EWR_Terminal_A
258,0,EWR_Terminal_A
259,3,LGA_Terminal_B
260,0,EWR_Terminal_A
261,3,LGA_Terminal_B
262,0,EWR_Terminal_A
263,3,LGA_Terminal_B
264,3,LGA_Terminal_B
265,0,EWR_Terminal_A
266,0,EWR_Terminal_A
267,3,LGA_Terminal_B
268,3,LGA_Terminal_B
269,0,EWR_Terminal_A
270,0,EWR_Terminal_A
271,3,LGA_Terminal_B
272,3,LGA_Terminal_B
273,4,LGA_Terminal_C
274,0,EWR_Terminal_A
275,0,EWR_Terminal_A
276,0,EWR_Terminal_A
277,0,EWR_Terminal_A
278,0,EWR_Terminal_A
279,0,EWR_Terminal_A
280,0,EWR_Terminal_A
281,3,LGA_Terminal_B
282,0,EWR_Terminal_A
283,3,LGA_Terminal_B
284,3,LGA_Terminal_B
285,3,LGA_Terminal_B
286,3,LGA_Terminal_B
287,1,EWR_Terminal_B
288,3,LGA_Terminal_B
289,4,LGA_Terminal_C
290,3,LGA_Terminal_B
291,0,EWR_Terminal_A
292,0,EWR_Terminal_A
293,3,LGA_Terminal_B
294,0,EWR_Terminal_A
295,1,EWR_Terminal_B
296,4,LGA_Terminal_C
297,4,LGA_Terminal_C
298,4,LGA_Terminal_C
299,0,EWR_Terminal_A
300,3,LGA_Terminal_B
301,0,EWR_Terminal_A
302,3,LGA_Terminal_B
303,0,EWR_Terminal_A
304,3,LGA_Terminal_B
305,3,LGA_Terminal_B
306,3,LGA_Terminal_B
307,0,EWR_Terminal_A
308,4,LGA_Terminal_C
309,0,EWR_Terminal_A
310,0,EWR_Terminal_A
311,3,LGA_Terminal_B
312,3,LGA_Terminal_B
313,0,EWR_Terminal_A
314,3,LGA_Terminal_B
315,0,EWR_Terminal_A
316,3,LGA_Terminal_B
317,0,EWR_Terminal_A
318,3,LGA_Terminal_B
319,0,EWR_Terminal_A
320,0,EWR_Terminal_A
321,4,LGA_Terminal_C
322,3,LGA_Terminal_B
323,3,LGA_Terminal_B
324,3,LGA_Terminal_B
325,3,LGA_Terminal_B
326,3,LGA_Terminal_B
327,3,LGA_Terminal_B
328,4,LGA_Terminal_C
329,0,EWR_Terminal_A
330,3,LGA_Terminal_B
331,3,LGA_Terminal_B
332,3,LGA_Terminal_B
333,3,LGA_Terminal_B
334,3,LGA_Terminal_B
335,0,EWR_Terminal_A
336,3,LGA_Terminal_B
337,3,LGA_Terminal_B
338,3,LGA_Terminal_B
339,0,EWR_Terminal_A
340,3,LGA_Terminal_B
341,0,EWR_Terminal_A
342,3,LGA_Terminal_B
343,0,EWR_Terminal_A
344,0,EWR_Terminal_A
345,0,EWR_Terminal_A
346,3,LGA_Terminal_B
347,0,EWR_Terminal_A
348,3,LGA_Terminal_B
349,3,LGA_Terminal_B
350,3,LGA_Terminal_B
351,3,LGA_Terminal_B
352,3,LGA_Terminal_B
353,0,EWR_Terminal_A
354,0,EWR_Terminal_A
355,0,EWR_Terminal_A
356,0,EWR_Terminal_A
357,3,LGA_Terminal_B
358,0,EWR_Terminal_A
359,3,LGA_Terminal_B
360,3,LGA_Terminal_B
361,3,LGA_Terminal_B
362,4,LGA_Terminal_C
363,0,EWR_Terminal_A
364,0,EWR_Terminal_A
365,0,EWR_Terminal_A
366,0,EWR_Terminal_A
367,0,EWR_Terminal_A
368,0,EWR_Terminal_A
369,3,LGA_Terminal_B
370,3,LGA_Terminal_B
371,1,EWR_Terminal_B
372,0,EWR_Terminal_A
373,0,EWR_Terminal_A
374,0,EWR_Terminal_A
375,3,LGA_Terminal_B
376,0,EWR_Terminal_A
377,0,EWR_Terminal_A
378,0,EWR_Terminal_A
379,0,EWR_Terminal_A
380,3,LGA_Terminal_B
381,3,LGA_Terminal_B
382,3,LGA_Terminal_B
383,4,LGA_Terminal_C
384,0,EWR_Terminal_A
385,0,EWR_Terminal_A
386,0,EWR_Terminal_A
387,0,EWR_Terminal_A
388,3,LGA_Terminal_B
389,3,LGA_Terminal_B
390,0,EWR_Terminal_A
391,0,EWR_Terminal_A
392,0,EWR_Terminal_A
393,3,LGA_Terminal_B
394,3,LGA_Terminal_B
395,0,EWR_Terminal_A
396,0,EWR_Terminal_A
397,4,LGA_Terminal_C
398,0,EWR_Terminal_A
399,3,LGA_Terminal_B
400,3,LGA_Terminal_B
401,4,LGA_Terminal_C
402,0,EWR_Terminal_A
403,4,LGA_Terminal_C
404,0,EWR_Terminal_A
405,0,EWR_Terminal_A
406,0,EWR_Terminal_A
407,0,EWR_Terminal_A
408,0,EWR_Terminal_A
409,0,EWR_Terminal_A
410,0,EWR_Terminal_A
411,0,EWR_Terminal_A
412,3,LGA_Terminal_B
413,3,LGA_Terminal_B
414,3,LGA_Terminal_B
415,0,EWR_Terminal_A
416,0,EWR_Terminal_A
417,0,EWR_Terminal_A
418,0,EWR_Terminal_A
419,4,LGA_Terminal_C
420,0,EWR_Terminal_A
421,3,LGA_Terminal_B
422,0,EWR_Terminal_A
423,3,LGA_Terminal_B
424,3,LGA_Terminal_B
425,0,EWR_Terminal_A
426,0,EWR_Terminal_A
427,0,EWR_Terminal_A
428,3,LGA_Terminal_B
429,4,LGA_Terminal_C
430,0,EWR_Terminal_A
431,0,EWR_Terminal_A
432,0,EWR_Terminal_A
433,3,LGA_Terminal_B
434,3,LGA_Terminal_B
435,3,LGA_Terminal_B
436,0,EWR_Terminal_A
437,3,LGA_Terminal_B
438,0,EWR_Terminal_A
439,0,EWR_Terminal_A
440,0,EWR_Terminal_A
441,4,LGA_Terminal_C
442,4,LGA_Terminal_C
443,4,LGA_Terminal_C
444,3,LGA_Terminal_B
445,4,LGA_Terminal_C
446,0,EWR_Terminal_A
447,3,LGA_Terminal_B
448,4,LGA_Terminal_C
449,4,LGA_Terminal_C
450,4,LGA_Terminal_C
451,0,EWR_Terminal_A
452,0,EWR_Terminal_A
453,3,LGA_Terminal_B
454,3,LGA_Terminal_B
455,3,LGA_Terminal_B
456,0,EWR_Terminal_A
457,0,EWR_Terminal_A
458,0,EWR_Terminal_A
459,0,EWR_Terminal_A
460,3,LGA_Terminal_B
461,0,EWR_Terminal_A
462,0,EWR_Terminal_A
463,4,LGA_Terminal_C
464,3,LGA_Terminal_B
465,0,EWR_Terminal_A
466,0,EWR_Terminal_A
467,0,EWR_Terminal_A
468,3,LGA_Terminal_B
469,4,LGA_Terminal_C
470,0,EWR_Terminal_A
471,0,EWR_Terminal_A
472,3,LGA_Terminal_B
473,4,LGA_Terminal_C
474,0,EWR_Terminal_A
475,0,EWR_Terminal_A
476,3,LGA_Terminal_B
477,0,EWR_Terminal_A
478,0,EWR_Terminal_A
479,0,EWR_Terminal_A
480,3,LGA_Terminal_B
481,0,EWR_Terminal_A
482,4,LGA_Terminal_C
483,3,LGA_Terminal_B
484,0,EWR_Terminal_A
485,0,EWR_Terminal_A
486,4,LGA_Terminal_C
487,0,EWR_Terminal_A
488,0,EWR_Terminal_A
489,0,EWR_Terminal_A
490,0,EWR_Terminal_A
491,0,EWR_Terminal_A
492,3,LGA_Terminal_B
493,0,EWR_Terminal_A
494,0,EWR_Terminal_A
495,0,EWR_Terminal_A
496,3,LGA_Terminal_B
497,3,LGA_Terminal_B
498,0,EWR_Terminal_A
499,4,LGA_Terminal_C
500,3,LGA_Terminal_B
501,3,LGA_Terminal_B
502,3,LGA_Terminal_B
503,3,LGA_Terminal_B
504,3,LGA_Terminal_B
505,3,LGA_Terminal_B
506,0,EWR_Terminal_A
507,0,EWR_Terminal_A
508,4,LGA_Terminal_C
509,4,LGA_Terminal_C
510,4,LGA_Terminal_C
511,3,LGA_Terminal_B
512,0,EWR_Terminal_A
513,0,EWR_Terminal_A
514,0,EWR_Terminal_A
515,0,EWR_Terminal_A
516,0,EWR_Terminal_A
517,0,EWR_Terminal_A
518,0,EWR_Terminal_A
519,3,LGA_Terminal_B
520,3,LGA_Terminal_B
521,0,EWR_Terminal_A
522,0,EWR_Terminal_A
523,3,LGA_Terminal_B
524,0,EWR_Terminal_A
525,0,EWR_Terminal_A
526,0,EWR_Terminal_A
527,0,EWR_Terminal_A
528,3,LGA_Terminal_B
529,0,EWR_Terminal_A
530,3,LGA_Terminal_B
531,4,LGA_Terminal_C
532,3,LGA_Terminal_B
533,4,LGA_Terminal_C
534,3,LGA_Terminal_B
535,4,LGA_Terminal_C
536,4,LGA_Terminal_C
537,4,LGA_Terminal_C
538,3,LGA_Terminal_B
539,3,LGA_Terminal_B
540,0,EWR_Terminal_A
541,0,EWR_Terminal_A
542,0,EWR_Terminal_A
543,3,LGA_Terminal_B
544,3,LGA_Terminal_B
545,3,LGA_Terminal_B
546,3,LGA_Terminal_B
547,3,LGA_Terminal_B
548,4,LGA_Terminal_C
549,0,EWR_Terminal_A
550,0,EWR_Terminal_A
551,0,EWR_Terminal_A
552,0,EWR_Terminal_A
553,0,EWR_Terminal_A
554,3,LGA_Terminal_B
555,3,LGA_Terminal_B
556,0,EWR_Terminal_A
557,0,EWR_Terminal_A
558,0,EWR_Terminal_A
559,0,EWR_Terminal_A
560,0,EWR_Terminal_A
561,3,LGA_Terminal_B
562,4,LGA_Terminal_C
563,3,LGA_Terminal_B
564,0,EWR_Terminal_A
565,3,LGA_Terminal_B
566,0,EWR_Terminal_A
567,3,LGA_Terminal_B
568,3,LGA_Terminal_B
569,3,LGA_Terminal_B
570,3,LGA_Terminal_B
571,4,LGA_Terminal_C
572,4,LGA_Terminal_C
573,3,LGA_Terminal_B
574,0,EWR_Terminal_A
575,0,EWR_Terminal_A
576,3,LGA_Terminal_B
577,0,EWR_Terminal_A
578,3,LGA_Terminal_B
579,3,LGA_Terminal_B
580,0,EWR_Terminal_A
581,0,EWR_Terminal_A
582,0,EWR_Terminal_A
583,0,EWR_Terminal_A
584,3,LGA_Terminal_B
585,0,EWR_Terminal_A
586,3,LGA_Terminal_B
587,3,LGA_Terminal_B
588,3,LGA_Terminal_B
589,0,EWR_Terminal_A
590,3,LGA_Terminal_B
591,3,LGA_Terminal_B
592,3,LGA_Terminal_B
593,0,EWR_Terminal_A
594,3,LGA_Terminal_B
595,0,EWR_Terminal_A
596,0,EWR_Terminal_A
597,4,LGA_Terminal_C
598,0,EWR_Terminal_A
599,3,LGA_Terminal_B
600,0,EWR_Terminal_A
601,0,EWR_Terminal_A
602,4,LGA_Terminal_C
603,0,EWR_Terminal_A
604,4,LGA_Terminal_C
605,3,LGA_Terminal_B
606,0,EWR_Terminal_A
607,3,LGA_Terminal_B
608,0,EWR_Terminal_A
609,3,LGA_Terminal_B
610,0,EWR_Terminal_A
611,3,LGA_Terminal_B
612,0,EWR_Terminal_A
613,4,LGA_Terminal_C
614,4,LGA_Terminal_C
615,0,EWR_Terminal_A
616,0,EWR_Terminal_A
617,0,EWR_Terminal_A
618,0,EWR_Terminal_A
619,0,EWR_Terminal_A
620,0,EWR_Terminal_A
621,0,EWR_Terminal_A
622,0,EWR_Terminal_A
623,3,LGA_Terminal_B
624,3,LGA_Terminal_B
625,0,EWR_Terminal_A
626,0,EWR_Terminal_A
627,3,LGA_Terminal_B
628,0,EWR_Terminal_A
629,0,EWR_Terminal_A
630,0,EWR_Terminal_A
631,3,LGA_Terminal_B
632,4,LGA_Terminal_C
633,0,EWR_Terminal_A
634,3,LGA_Terminal_B
635,0,EWR_Terminal_A
636,3,LGA_Terminal_B
637,4,LGA_Terminal_C
638,0,EWR_Terminal_A
639,4,LGA_Terminal_C
640,0,EWR_Terminal_A
641,0,EWR_Terminal_A
642,3,LGA_Terminal_B
643,3,LGA_Terminal_B
644,3,LGA_Terminal_B
645,3,LGA_Terminal_B
646,0,EWR_Terminal_A
647,0,EWR_Terminal_A
648,0,EWR_Terminal_A
649,0,EWR_Terminal_A
650,0,EWR_Terminal_A
651,3,LGA_Terminal_B
652,3,LGA_Terminal_B
653,3,LGA_Terminal_B
654,0,EWR_Terminal_A
655,0,EWR_Terminal_A
656,0,EWR_Terminal_A
657,0,EWR_Terminal_A
658,0,EWR_Terminal_A
659,0,EWR_Terminal_A
660,3,LGA_Terminal_B
661,3,LGA_Terminal_B
662,0,EWR_Terminal_A
663,3,LGA_Terminal_B
664,3,LGA_Terminal_B
665,0,EWR_Terminal_A
666,0,EWR_Terminal_A
667,0,EWR_Terminal_A
668,0,EWR_Terminal_A
669,3,LGA_Terminal_B
670,3,LGA_Terminal_B
671,3,LGA_Terminal_B
672,0,EWR_Terminal_A
673,3,LGA_Terminal_B
674,3,LGA_Terminal_B
675,0,EWR_Terminal_A
676,3,LGA_Terminal_B
677,0,EWR_Terminal_A
678,3,LGA_Terminal_B
679,0,EWR_Terminal_A
680,0,EWR_Terminal_A
681,0,EWR_Terminal_A
682,3,LGA_Terminal_B
683,4,LGA_Terminal_C
684,0,EWR_Terminal_A
685,0,EWR_Terminal_A
686,0,EWR_Terminal_A
687,3,LGA_Terminal_B
688,0,EWR_Terminal_A
689,0,EWR_Terminal_A
690,3,LGA_Terminal_B
691,0,EWR_Terminal_A
692,0,EWR_Terminal_A
693,0,EWR_Terminal_A
694,3,LGA_Terminal_B
695,0,EWR_Terminal_A
696,0,EWR_Terminal_A
697,0,EWR_Terminal_A
698,3,LGA_Terminal_B
699,0,EWR_Terminal_A
700,0,EWR_Terminal_A
701,0,EWR_Terminal_A
702,4,LGA_Terminal_C
703,3,LGA_Terminal_B
704,3,LGA_Terminal_B
705,0,EWR_Terminal_A
706,0,EWR_Terminal_A
707,0,EWR_Terminal_A
708,0,EWR_Terminal_A
709,3,LGA_Terminal_B
710,0,EWR_Terminal_A
711,3,LGA_Terminal_B
712,0,EWR_Terminal_A
713,4,LGA_Terminal_C
714,4,LGA_Terminal_C
715,4,LGA_Terminal_C
716,0,EWR_Terminal_A
717,0,EWR_Terminal_A
718,0,EWR_Terminal_A
719,0,EWR_Terminal_A
720,0,EWR_Terminal_A
721,3,LGA_Terminal_B
722,4,LGA_Terminal_C
723,3,LGA_Terminal_B
724,0,EWR_Terminal_A
725,3,LGA_Terminal_B
726,0,EWR_Terminal_A
727,4,LGA_Terminal_C
728,4,LGA_Terminal_C
729,4,LGA_Terminal_C
730,3,LGA_Terminal_B
731,4,LGA_Terminal_C
732,3,LGA_Terminal_B
733,0,EWR_Terminal_A
734,0,EWR_Terminal_A
735,1,EWR_Terminal_B
736,4,LGA_Terminal_C
737,3,LGA_Terminal_B
738,4,LGA_Terminal_C
739,0,EWR_Terminal_A
740,3,LGA_Terminal_B
741,0,EWR_Terminal_A
742,0,EWR_Terminal_A
743,0,EWR_Terminal_A
744,0,EWR_Terminal_A
745,4,LGA_Terminal_C
746,0,EWR_Terminal_A
747,3,LGA_Terminal_B
748,0,EWR_Terminal_A
749,4,LGA_Terminal_C
750,0,EWR_Terminal_A
751,0,EWR_Terminal_A
752,4,LGA_Terminal_C
753,4,LGA_Terminal_C
754,3,LGA_Terminal_B
755,4,LGA_Terminal_C
756,0,EWR_Terminal_A
757,0,EWR_Terminal_A
758,3,LGA_Terminal_B
759,3,LGA_Terminal_B
760,0,EWR_Terminal_A
761,4,LGA_Terminal_C
762,0,EWR_Terminal_A
763,3,LGA_Terminal_B
764,0,EWR_Terminal_A
765,0,EWR_Terminal_A
766,3,LGA_Terminal_B
767,3,LGA_Terminal_B
768,3,LGA_Terminal_B
769,0,EWR_Terminal_A
770,0,EWR_Terminal_A
771,4,LGA_Terminal_C
772,4,LGA_Terminal_C
773,0,EWR_Terminal_A
774,0,EWR_Terminal_A
775,1,EWR_Terminal_B
776,3,LGA_Terminal_B
777,0,EWR_Terminal_A
778,0,EWR_Terminal_A
779,3,LGA_Terminal_B
780,3,LGA_Terminal_B
781,3,LGA_Terminal_B
782,3,LGA_Terminal_B
783,0,EWR_Terminal_A
784,3,LGA_Terminal_B
785,0,EWR_Terminal_A
786,3,LGA_Terminal_B
787,3,LGA_Terminal_B
788,0,EWR_Terminal_A
789,0,EWR_Terminal_A
790,0,EWR_Terminal_A
791,4,LGA_Terminal_C
792,0,EWR_Terminal_A
793,0,EWR_Terminal_A
794,0,EWR_Terminal_A
795,0,EWR_Terminal_A
796,0,EWR_Terminal_A
797,0,EWR_Terminal_A
798,3,LGA_Terminal_B
799,0,EWR_Terminal_A
800,0,EWR_Terminal_A
801,0,EWR_Terminal_A
802,0,EWR_Terminal_A
803,0,EWR_Terminal_A
804,3,LGA_Terminal_B
805,3,LGA_Terminal_B
806,0,EWR_Terminal_A
807,0,EWR_Terminal_A
808,3,LGA_Terminal_B
809,3,LGA_Terminal_B
810,0,EWR_Terminal_A
811,0,EWR_Terminal_A
812,0,EWR_Terminal_A
813,3,LGA_Terminal_B
814,1,EWR_Terminal_B
815,0,EWR_Terminal_A
816,0,EWR_Terminal_A
817,3,LGA_Terminal_B
818,3,LGA_Terminal_B
819,3,LGA_Terminal_B
820,0,EWR_Terminal_A
821,0,EWR_Terminal_A
822,3,LGA_Terminal_B
823,3,LGA_Terminal_B
824,0,EWR_Terminal_A
825,3,LGA_Terminal_B
826,3,LGA_Terminal_B
827,0,EWR_Terminal_A
828,3,LGA_Terminal_B
829,0,EWR_Terminal_A
830,3,LGA_Terminal_B
831,0,EWR_Terminal_A
832,0,EWR_Terminal_A
833,0,EWR_Terminal_A
834,3,LGA_Terminal_B
835,4,LGA_Terminal_C
836,0,EWR_Terminal_A
837,3,LGA_Terminal_B
838,3,LGA_Terminal_B
839,0,EWR_Terminal_A
840,3,LGA_Terminal_B
841,0,EWR_Terminal_A
842,3,LGA_Terminal_B
843,0,EWR_Terminal_A
844,3,LGA_Terminal_B
845,0,EWR_Terminal_A
846,3,LGA_Terminal_B
847,0,EWR_Terminal_A
848,0,EWR_Terminal_A
849,3,LGA_Terminal_B
850,3,LGA_Terminal_B
851,3,LGA_Terminal_B
852,0,EWR_Terminal_A
853,0,EWR_Terminal_A
854,0,EWR_Terminal_A
855,0,EWR_Terminal_A
856,3,LGA_Terminal_B
857,4,LGA_Terminal_C
858,0,EWR_Terminal_A
859,0,EWR_Terminal_A
860,0,EWR_Terminal_A
861,0,EWR_Terminal_A
862,0,EWR_Terminal_A
863,1,EWR_Terminal_B
864,3,LGA_Terminal_B
865,0,EWR_Terminal_A
866,0,EWR_Terminal_A
867,3,LGA_Terminal_B
868,0,EWR_Terminal_A
869,0,EWR_Terminal_A
870,0,EWR_Terminal_A
871,3,LGA_Terminal_B
872,3,LGA_Terminal_B
873,0,EWR_Terminal_A
874,3,LGA_Terminal_B
875,0,EWR_Terminal_A
876,4,LGA_Terminal_C
877,4,LGA_Terminal_C
878,4,LGA_Terminal_C
879,3,LGA_Terminal_B
880,0,EWR_Terminal_A
881,0,EWR_Terminal_A
882,0,EWR_Terminal_A
883,0,EWR_Terminal_A
884,0,EWR_Terminal_A
885,0,EWR_Terminal_A
886,3,LGA_Terminal_B
887,0,EWR_Terminal_A
888,0,EWR_Terminal_A
889,0,EWR_Terminal_A
890,3,LGA_Terminal_B
891,3,LGA_Terminal_B
892,0,EWR_Terminal_A
893,0,EWR_Terminal_A
894,0,EWR_Terminal_A
895,4,LGA_Terminal_C
896,3,LGA_Terminal_B
897,0,EWR_Terminal_A
898,3,LGA_Terminal_B
899,1,EWR_Terminal_B
900,3,LGA_Terminal_B
901,3,LGA_Terminal_B
902,4,LGA_Terminal_C
903,0,EWR_Terminal_A
904,0,EWR_Terminal_A
905,3,LGA_Terminal_B
906,0,EWR_Terminal_A
907,0,EWR_Terminal_A
908,3,LGA_Terminal_B
909,0,EWR_Terminal_A
910,3,LGA_Terminal_B
911,3,LGA_Terminal_B
912,0,EWR_Terminal_A
913,4,LGA_Terminal_C
914,3,LGA_Terminal_B
915,0,EWR_Terminal_A
916,0,EWR_Terminal_A
917,0,EWR_Terminal_A
918,3,LGA_Terminal_B
919,0,EWR_Terminal_A
920,0,EWR_Terminal_A
921,0,EWR_Terminal_A
922,3,LGA_Terminal_B
923,3,LGA_Terminal_B
924,0,EWR_Terminal_A
925,0,EWR_Terminal_A
926,1,EWR_Terminal_B
927,3,LGA_Terminal_B
928,0,EWR_Terminal_A
929,0,EWR_Terminal_A
930,0,EWR_Terminal_A
931,0,EWR_Terminal_A
